Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Winner,HREMONTADA,AREMONTADA,Referee
E0,07/12/2024,15:00,Brentford,Newcastle,4,2,H,2,2,D,Brentford,0,0,T Robinson
E0,07/12/2024,15:00,Crystal Palace,Man City,2,2,D,1,1,D,Draw,0,0,R Jones
E0,07/12/2024,17:30,Man United,Nott'm Forest,2,3,A,1,1,D,Nott'm Forest,0,0,D England
E0,08/12/2024,14:00,Fulham,Arsenal,1,1,D,1,0,H,Draw,0,0,C Kavanagh
E0,08/12/2024,14:00,Ipswich,Bournemouth,1,2,A,1,0,H,Bournemouth,0,1,M Salisbury
E0,08/12/2024,14:00,Leicester,Brighton,2,2,D,0,1,A,Draw,0,0,S Attwell
E0,08/12/2024,16:30,Tottenham,Chelsea,3,4,A,2,1,H,Chelsea,0,1,A Taylor
E0,09/12/2024,20:00,West Ham,Wolves,2,1,H,0,0,D,West Ham,0,0,J Brooks
E0,14/12/2024,15:00,Arsenal,Everton,0,0,D,0,0,D,Draw,0,0,C Pawson
E0,14/12/2024,15:00,Liverpool,Fulham,2,2,D,0,1,A,Draw,0,0,T Harrington
E0,14/12/2024,15:00,Newcastle,Leicester,4,0,H,1,0,H,Newcastle,0,0,T Bramall
E0,14/12/2024,15:00,Wolves,Ipswich,1,2,A,0,1,A,Ipswich,0,0,S Hooper
E0,14/12/2024,17:30,Nott'm Forest,Aston Villa,2,1,H,0,0,D,Nott'm Forest,0,0,S Barrott
E0,15/12/2024,14:00,Brighton,Crystal Palace,1,3,A,0,2,A,Crystal Palace,0,0,M Oliver
E0,15/12/2024,16:30,Man City,Man United,1,2,A,1,0,H,Man United,0,1,A Taylor
E0,15/12/2024,19:00,Chelsea,Brentford,2,1,H,1,0,H,Chelsea,0,0,P Bankes
E0,15/12/2024,19:00,Southampton,Tottenham,0,5,A,0,5,A,Tottenham,0,0,D England
E0,16/12/2024,20:00,Bournemouth,West Ham,1,1,D,0,0,D,Draw,0,0,C Kavanagh
E0,21/12/2024,12:30,Aston Villa,Man City,2,1,H,1,0,H,Aston Villa,0,0,P Bankes
E0,21/12/2024,15:00,Brentford,Nott'm Forest,0,2,A,0,1,A,Nott'm Forest,0,0,M Oliver
E0,21/12/2024,15:00,Ipswich,Newcastle,0,4,A,0,3,A,Newcastle,0,0,S Attwell
E0,21/12/2024,15:00,West Ham,Brighton,1,1,D,0,0,D,Draw,0,0,R Jones
E0,21/12/2024,17:30,Crystal Palace,Arsenal,1,5,A,1,3,A,Arsenal,0,0,S Hooper
E0,22/12/2024,14:00,Everton,Chelsea,0,0,D,0,0,D,Draw,0,0,C Kavanagh
E0,22/12/2024,14:00,Fulham,Southampton,0,0,D,0,0,D,Draw,0,0,T Robinson
E0,22/12/2024,14:00,Leicester,Wolves,0,3,A,0,3,A,Wolves,0,0,A Taylor
E0,22/12/2024,14:00,Man United,Bournemouth,0,3,A,0,1,A,Bournemouth,0,0,C Pawson
E0,22/12/2024,16:30,Tottenham,Liverpool,3,6,A,1,3,A,Liverpool,0,0,S Barrott
E0,26/12/2024,12:30,Man City,Everton,1,1,D,1,1,D,Draw,0,0,S Hooper
E0,26/12/2024,15:00,Bournemouth,Crystal Palace,0,0,D,0,0,D,Draw,0,0,T Bramall
E0,26/12/2024,15:00,Chelsea,Fulham,1,2,A,1,0,H,Fulham,0,1,S Barrott
E0,26/12/2024,15:00,Newcastle,Aston Villa,3,0,H,1,0,H,Newcastle,0,0,A Taylor
E0,26/12/2024,15:00,Nott'm Forest,Tottenham,1,0,H,1,0,H,Nott'm Forest,0,0,C Pawson
E0,26/12/2024,15:00,Southampton,West Ham,0,1,A,0,0,D,West Ham,0,0,L Smith
E0,26/12/2024,17:30,Wolves,Man United,2,0,H,0,0,D,Wolves,0,0,T Harrington
E0,26/12/2024,20:00,Liverpool,Leicester,3,1,H,1,1,D,Liverpool,0,0,D Bond
E0,27/12/2024,19:30,Brighton,Brentford,0,0,D,0,0,D,Draw,0,0,A Madley
E0,27/12/2024,20:15,Arsenal,Ipswich,1,0,H,1,0,H,Arsenal,0,0,D England
E0,29/12/2024,14:30,Leicester,Man City,0,2,A,0,1,A,Man City,0,0,M Oliver
E0,29/12/2024,15:00,Crystal Palace,Southampton,2,1,H,1,1,D,Crystal Palace,0,0,M Salisbury
E0,29/12/2024,15:00,Everton,Nott'm Forest,0,2,A,0,1,A,Nott'm Forest,0,0,T Harrington
E0,29/12/2024,15:00,Fulham,Bournemouth,2,2,D,1,0,H,Draw,0,0,R Jones
E0,29/12/2024,15:00,Tottenham,Wolves,2,2,D,2,1,H,Draw,0,0,C Kavanagh
E0,29/12/2024,17:15,West Ham,Liverpool,0,5,A,0,3,A,Liverpool,0,0,A Taylor
E0,30/12/2024,19:45,Aston Villa,Brighton,,,,,,,,,,
E0,30/12/2024,19:45,Ipswich,Chelsea,,,,,,,,,,
E0,30/12/2024,20:00,Man United,Newcastle,,,,,,,,,,
E0,01/01/2025,17:30,Brentford,Arsenal,,,,,,,,,,
E0,04/01/2025,12:30,Tottenham,Newcastle,,,,,,,,,,
E0,04/01/2025,15:00,Southampton,Brentford,,,,,,,,,,
E0,04/01/2025,15:00,Bournemouth,Everton,,,,,,,,,,
E0,04/01/2025,15:00,Crystal Palace,Chelsea,,,,,,,,,,
E0,04/01/2025,15:00,Man City,West Ham,,,,,,,,,,
E0,04/01/2025,15:00,Aston Villa,Leicester,,,,,,,,,,
E0,04/01/2025,17:30,Brighton,Arsenal,,,,,,,,,,
E0,05/01/2025,14:00,Fulham,Ipswich,,,,,,,,,,
E0,05/01/2025,16:30,Liverpool,Man United,,,,,,,,,,
E0,06/01/2025,20:00,Wolves,Nott'm Forest,,,,,,,,,,
E0,14/01/2025,19:30,Brentford,Man City,,,,,,,,,,
E0,14/01/2025,19:30,West Ham,Fulham,,,,,,,,,,
E0,14/01/2025,19:30,Chelsea,Bournemouth,,,,,,,,,,
E0,14/01/2025,20:00,Nott'm Forest,Liverpool,,,,,,,,,,
E0,15/01/2025,19:30,Everton,Aston Villa,,,,,,,,,,
E0,15/01/2025,19:30,Newcastle,Wolves,,,,,,,,,,
E0,15/01/2025,19:30,Leicester,Crystal Palace,,,,,,,,,,
E0,15/01/2025,20:00,Arsenal,Tottenham,,,,,,,,,,
E0,16/01/2025,19:30,Ipswich,Brighton,,,,,,,,,,
E0,16/01/2025,20:00,Man United,Southampton,,,,,,,,,,
E0,18/01/2025,12:30,Newcastle,Bournemouth,,,,,,,,,,
E0,18/01/2025,15:00,West Ham,Crystal Palace,,,,,,,,,,
E0,18/01/2025,15:00,Brentford,Liverpool,,,,,,,,,,
E0,18/01/2025,15:00,Leicester,Fulham,,,,,,,,,,
E0,18/01/2025,17:30,Arsenal,Aston Villa,,,,,,,,,,
E0,19/01/2025,14:00,Man United,Brighton,,,,,,,,,,
E0,19/01/2025,14:00,Nott'm Forest,Southampton,,,,,,,,,,
E0,19/01/2025,14:00,Everton,Tottenham,,,,,,,,,,
E0,19/01/2025,16:30,Ipswich,Man City,,,,,,,,,,
E0,20/01/2025,20:00,Chelsea,Wolves,,,,,,,,,,
E0,25/01/2025,15:00,Wolves,Arsenal,,,,,,,,,,
E0,25/01/2025,15:00,Southampton,Newcastle,,,,,,,,,,
E0,25/01/2025,15:00,Brighton,Everton,,,,,,,,,,
E0,25/01/2025,15:00,Liverpool,Ipswich,,,,,,,,,,
E0,25/01/2025,15:00,Bournemouth,Nott'm Forest,,,,,,,,,,
E0,25/01/2025,17:30,Man City,Chelsea,,,,,,,,,,
E0,26/01/2025,14:00,Crystal Palace,Brentford,,,,,,,,,,
E0,26/01/2025,14:00,Tottenham,Leicester,,,,,,,,,,
E0,26/01/2025,16:30,Aston Villa,West Ham,,,,,,,,,,
E0,26/01/2025,19:00,Fulham,Man United,,,,,,,,,,
E0,01/02/2025,15:00,Ipswich,Southampton,,,,,,,,,,
E0,01/02/2025,15:00,Arsenal,Man City,,,,,,,,,,
E0,01/02/2025,15:00,Everton,Leicester,,,,,,,,,,
E0,01/02/2025,15:00,Newcastle,Fulham,,,,,,,,,,
E0,01/02/2025,15:00,Wolves,Aston Villa,,,,,,,,,,
E0,01/02/2025,15:00,Brentford,Tottenham,,,,,,,,,,
E0,01/02/2025,15:00,Man United,Crystal Palace,,,,,,,,,,
E0,01/02/2025,15:00,Bournemouth,Liverpool,,,,,,,,,,
E0,01/02/2025,15:00,Nott'm Forest,Brighton,,,,,,,,,,
E0,01/02/2025,15:00,Chelsea,West Ham,,,,,,,,,,
E0,15/02/2025,15:00,Aston Villa,Ipswich,,,,,,,,,,
E0,15/02/2025,15:00,Tottenham,Man United,,,,,,,,,,
E0,15/02/2025,15:00,Crystal Palace,Everton,,,,,,,,,,
E0,15/02/2025,15:00,Fulham,Nott'm Forest,,,,,,,,,,
E0,15/02/2025,15:00,Liverpool,Wolves,,,,,,,,,,
E0,15/02/2025,15:00,West Ham,Brentford,,,,,,,,,,
E0,15/02/2025,15:00,Man City,Newcastle,,,,,,,,,,
E0,15/02/2025,15:00,Leicester,Arsenal,,,,,,,,,,
E0,15/02/2025,15:00,Southampton,Bournemouth,,,,,,,,,,
E0,15/02/2025,15:00,Brighton,Chelsea,,,,,,,,,,
E0,22/02/2025,15:00,Aston Villa,Chelsea,,,,,,,,,,
E0,22/02/2025,15:00,Fulham,Crystal Palace,,,,,,,,,,
E0,22/02/2025,15:00,Ipswich,Tottenham,,,,,,,,,,
E0,22/02/2025,15:00,Newcastle,Nott'm Forest,,,,,,,,,,
E0,22/02/2025,15:00,Bournemouth,Wolves,,,,,,,,,,
E0,22/02/2025,15:00,Leicester,Brentford,,,,,,,,,,
E0,22/02/2025,15:00,Arsenal,West Ham,,,,,,,,,,
E0,22/02/2025,15:00,Man City,Liverpool,,,,,,,,,,
E0,22/02/2025,15:00,Everton,Man United,,,,,,,,,,
E0,22/02/2025,15:00,Southampton,Brighton,,,,,,,,,,
E0,25/02/2025,19:45,West Ham,Leicester,,,,,,,,,,
E0,25/02/2025,19:45,Brentford,Everton,,,,,,,,,,
E0,25/02/2025,19:45,Tottenham,Man City,,,,,,,,,,
E0,25/02/2025,19:45,Wolves,Fulham,,,,,,,,,,
E0,25/02/2025,19:45,Nott'm Forest,Arsenal,,,,,,,,,,
E0,25/02/2025,19:45,Brighton,Bournemouth,,,,,,,,,,
E0,25/02/2025,20:00,Crystal Palace,Aston Villa,,,,,,,,,,
E0,26/02/2025,19:45,Chelsea,Southampton,,,,,,,,,,
E0,26/02/2025,20:00,Liverpool,Newcastle,,,,,,,,,,
E0,26/02/2025,20:00,Man United,Ipswich,,,,,,,,,,
E0,08/03/2025,15:00,Liverpool,Southampton,,,,,,,,,,
E0,08/03/2025,15:00,Chelsea,Leicester,,,,,,,,,,
E0,08/03/2025,15:00,Wolves,Everton,,,,,,,,,,
E0,08/03/2025,15:00,West Ham,Newcastle,,,,,,,,,,
E0,08/03/2025,15:00,Tottenham,Bournemouth,,,,,,,,,,
E0,08/03/2025,15:00,Man United,Arsenal,,,,,,,,,,
E0,08/03/2025,15:00,Crystal Palace,Ipswich,,,,,,,,,,
E0,08/03/2025,15:00,Nott'm Forest,Man City,,,,,,,,,,
E0,08/03/2025,15:00,Brighton,Fulham,,,,,,,,,,
E0,08/03/2025,15:00,Brentford,Aston Villa,,,,,,,,,,
E0,15/03/2025,15:00,Arsenal,Chelsea,,,,,,,,,,
E0,15/03/2025,15:00,Aston Villa,Liverpool,,,,,,,,,,
E0,15/03/2025,15:00,Fulham,Tottenham,,,,,,,,,,
E0,15/03/2025,15:00,Newcastle,Crystal Palace,,,,,,,,,,
E0,15/03/2025,15:00,Leicester,Man United,,,,,,,,,,
E0,15/03/2025,15:00,Man City,Brighton,,,,,,,,,,
E0,15/03/2025,15:00,Ipswich,Nott'm Forest,,,,,,,,,,
E0,15/03/2025,15:00,Everton,West Ham,,,,,,,,,,
E0,15/03/2025,15:00,Southampton,Wolves,,,,,,,,,,
E0,15/03/2025,15:00,Bournemouth,Brentford,,,,,,,,,,
E0,01/04/2025,19:45,Brighton,Aston Villa,,,,,,,,,,
E0,01/04/2025,19:45,Bournemouth,Ipswich,,,,,,,,,,
E0,01/04/2025,19:45,Wolves,West Ham,,,,,,,,,,
E0,01/04/2025,19:45,Arsenal,Fulham,,,,,,,,,,
E0,01/04/2025,19:45,Nott'm Forest,Man United,,,,,,,,,,
E0,02/04/2025,19:45,Southampton,Crystal Palace,,,,,,,,,,
E0,02/04/2025,19:45,Chelsea,Tottenham,,,,,,,,,,
E0,02/04/2025,19:45,Man City,Leicester,,,,,,,,,,
E0,02/04/2025,19:45,Newcastle,Brentford,,,,,,,,,,
E0,02/04/2025,20:00,Liverpool,Everton,,,,,,,,,,
E0,05/04/2025,15:00,West Ham,Bournemouth,,,,,,,,,,
E0,05/04/2025,15:00,Man United,Man City,,,,,,,,,,
E0,05/04/2025,15:00,Brentford,Chelsea,,,,,,,,,,
E0,05/04/2025,15:00,Aston Villa,Nott'm Forest,,,,,,,,,,
E0,05/04/2025,15:00,Everton,Arsenal,,,,,,,,,,
E0,05/04/2025,15:00,Fulham,Liverpool,,,,,,,,,,
E0,05/04/2025,15:00,Ipswich,Wolves,,,,,,,,,,
E0,05/04/2025,15:00,Leicester,Newcastle,,,,,,,,,,
E0,05/04/2025,15:00,Crystal Palace,Brighton,,,,,,,,,,
E0,05/04/2025,15:00,Tottenham,Southampton,,,,,,,,,,
E0,12/04/2025,15:00,Bournemouth,Fulham,,,,,,,,,,
E0,12/04/2025,15:00,Newcastle,Man United,,,,,,,,,,
E0,12/04/2025,15:00,Arsenal,Brentford,,,,,,,,,,
E0,12/04/2025,15:00,Liverpool,West Ham,,,,,,,,,,
E0,12/04/2025,15:00,Wolves,Tottenham,,,,,,,,,,
E0,12/04/2025,15:00,Brighton,Leicester,,,,,,,,,,
E0,12/04/2025,15:00,Man City,Crystal Palace,,,,,,,,,,
E0,12/04/2025,15:00,Nott'm Forest,Everton,,,,,,,,,,
E0,12/04/2025,15:00,Chelsea,Ipswich,,,,,,,,,,
E0,12/04/2025,15:00,Southampton,Aston Villa,,,,,,,,,,
E0,19/04/2025,15:00,Leicester,Liverpool,,,,,,,,,,
E0,19/04/2025,15:00,Ipswich,Arsenal,,,,,,,,,,
E0,19/04/2025,15:00,Brentford,Brighton,,,,,,,,,,
E0,19/04/2025,15:00,Aston Villa,Newcastle,,,,,,,,,,
E0,19/04/2025,15:00,Tottenham,Nott'm Forest,,,,,,,,,,
E0,19/04/2025,15:00,West Ham,Southampton,,,,,,,,,,
E0,19/04/2025,15:00,Crystal Palace,Bournemouth,,,,,,,,,,
E0,19/04/2025,15:00,Everton,Man City,,,,,,,,,,
E0,19/04/2025,15:00,Fulham,Chelsea,,,,,,,,,,
E0,19/04/2025,15:00,Man United,Wolves,,,,,,,,,,
E0,26/04/2025,15:00,Chelsea,Everton,,,,,,,,,,
E0,26/04/2025,15:00,Wolves,Leicester,,,,,,,,,,
E0,26/04/2025,15:00,Newcastle,Ipswich,,,,,,,,,,
E0,26/04/2025,15:00,Man City,Aston Villa,,,,,,,,,,
E0,26/04/2025,15:00,Liverpool,Tottenham,,,,,,,,,,
E0,26/04/2025,15:00,Arsenal,Crystal Palace,,,,,,,,,,
E0,26/04/2025,15:00,Bournemouth,Man United,,,,,,,,,,
E0,26/04/2025,15:00,Southampton,Fulham,,,,,,,,,,
E0,26/04/2025,15:00,Nott'm Forest,Brentford,,,,,,,,,,
E0,26/04/2025,15:00,Brighton,West Ham,,,,,,,,,,
E0,03/05/2025,15:00,Chelsea,Liverpool,,,,,,,,,,
E0,03/05/2025,15:00,Brentford,Man United,,,,,,,,,,
E0,03/05/2025,15:00,Man City,Wolves,,,,,,,,,,
E0,03/05/2025,15:00,West Ham,Tottenham,,,,,,,,,,
E0,03/05/2025,15:00,Crystal Palace,Nott'm Forest,,,,,,,,,,
E0,03/05/2025,15:00,Arsenal,Bournemouth,,,,,,,,,,
E0,03/05/2025,15:00,Everton,Ipswich,,,,,,,,,,
E0,03/05/2025,15:00,Aston Villa,Fulham,,,,,,,,,,
E0,03/05/2025,15:00,Brighton,Newcastle,,,,,,,,,,
E0,03/05/2025,15:00,Leicester,Southampton,,,,,,,,,,
E0,10/05/2025,15:00,Liverpool,Arsenal,,,,,,,,,,
E0,10/05/2025,15:00,Southampton,Man City,,,,,,,,,,
E0,10/05/2025,15:00,Tottenham,Crystal Palace,,,,,,,,,,
E0,10/05/2025,15:00,Fulham,Everton,,,,,,,,,,
E0,10/05/2025,15:00,Newcastle,Chelsea,,,,,,,,,,
E0,10/05/2025,15:00,Nott'm Forest,Leicester,,,,,,,,,,
E0,10/05/2025,15:00,Man United,West Ham,,,,,,,,,,
E0,10/05/2025,15:00,Bournemouth,Aston Villa,,,,,,,,,,
E0,10/05/2025,15:00,Ipswich,Brentford,,,,,,,,,,
E0,10/05/2025,15:00,Wolves,Brighton,,,,,,,,,,
E0,18/05/2025,15:00,Brentford,Fulham,,,,,,,,,,
E0,18/05/2025,15:00,Arsenal,Newcastle,,,,,,,,,,
E0,18/05/2025,15:00,Brighton,Liverpool,,,,,,,,,,
E0,18/05/2025,15:00,Leicester,Ipswich,,,,,,,,,,
E0,18/05/2025,15:00,West Ham,Nott'm Forest,,,,,,,,,,
E0,18/05/2025,15:00,Everton,Southampton,,,,,,,,,,
E0,18/05/2025,15:00,Aston Villa,Tottenham,,,,,,,,,,
E0,18/05/2025,15:00,Chelsea,Man United,,,,,,,,,,
E0,18/05/2025,15:00,Man City,Bournemouth,,,,,,,,,,
E0,18/05/2025,15:00,Crystal Palace,Wolves,,,,,,,,,,
E0,25/05/2025,16:00,Southampton,Arsenal,,,,,,,,,,
E0,25/05/2025,16:00,Liverpool,Crystal Palace,,,,,,,,,,
E0,25/05/2025,16:00,Ipswich,West Ham,,,,,,,,,,
E0,25/05/2025,16:00,Bournemouth,Leicester,,,,,,,,,,
E0,25/05/2025,16:00,Newcastle,Everton,,,,,,,,,,
E0,25/05/2025,16:00,Fulham,Man City,,,,,,,,,,
E0,25/05/2025,16:00,Nott'm Forest,Chelsea,,,,,,,,,,
E0,25/05/2025,16:00,Man United,Aston Villa,,,,,,,,,,
E0,25/05/2025,16:00,Wolves,Brentford,,,,,,,,,,
E0,25/05/2025,16:00,Tottenham,Brighton,,,,,,,,,,
